case;throughput [sim_y/day];cpl_comm_sec [sec];total_time_sec [sec];total_corehours [hr];hours_per_simmonth [hr]
sps4ext_201311_014;0,32;13,115;2799,533;261,2736;6,2500
sps4ext_201311_014;0,32;122,744;21425,952;1999,7376;6,2500
sps4ext_201311_014;0,26;337,918;28240,422;2635,7520;7,6923
sps4ext_201311_014;0,22;547,947;33589,936;3135,0480;9,0909
sps4ext_201311_014;0,32;133,660;23507,147;2193,9792;6,2500
sps4ext_201311_015;0,32;137,185;23684,938;2210,5776;6,2500
sps4ext_201311_015;0,32;136,391;23579,217;2200,6992;6,2500
sps4ext_201311_015;0,23;432,572;32891,174;3069,8304;8,6956
sps4ext_201311_015;0,21;551,657;33764,522;3151,3440;9,5238
sps4ext_201311_015;0,32;132,178;22666,238;2115,4896;6,2500
sps4ext_201311_015;0,33;140,986;23114,051;2157,2880;6,0606
sps4ext_201311_015;0,32;136,795;23782,800;2219,7168;6,2500
sps4ext_201311_015;0,20;588,390;37222,260;3474,0720;10,0000
sps4ext_201311_015;0,33;13,095;2765,861;258,1152;6,0606
sps4ext_201311_015;0,32;121,089;21277,016;1985,8272;6,2500
sps4ext_201311_015;0,32;134,821;22895,910;2136,9264;6,2500
sps4ext_201311_016;0,32;137,114;23205,525;2165,8224;6,2500
sps4ext_201311_016;0,31;122,443;21918,525;2045,7024;6,4516
sps4ext_201311_016;0,33;126,213;22386,818;2089,4160;6,0606
sps4ext_201311_016;0,19;630,673;38973,243;3637,5024;10,5263
sps4ext_201311_016;0,33;12,987;2794,663;260,8032;6,0606
sps4ext_201311_016;0,23;455,663;32101,221;2996,1120;8,6956
sps4ext_201311_016;0,32;137,111;23611,884;2203,7568;6,2500
sps4ext_201311_016;0,18;797,050;41985,045;3918,6000;11,1111
sps4ext_201311_016;0,32;134,004;23528,924;2196,0288;6,2500
sps4ext_201311_016;0,32;136,456;23712,953;2213,1984;6,2500
sps4ext_201311_016;0,32;125,712;22535,430;2103,2928;6,2500
sps4ext_201311_017;0,24;400,338;30654,100;2861,0400;8,3333
sps4ext_201311_017;0,32;122,983;21412,928;1998,5280;6,2500
sps4ext_201311_017;0,19;609,136;38474,708;3590,9664;10,5263
sps4ext_201311_017;0,29;243,350;25519,549;2381,8032;6,8965
sps4ext_201311_017;0,33;127,871;22428,675;2093,3136;6,0606
sps4ext_201311_017;0,32;136,512;23460,588;2189,6448;6,2500
sps4ext_201311_017;0,33;11,812;2753,405;256,9728;6,0606
sps4ext_201311_017;0,32;132,973;22830,333;2130,8112;6,2500
sps4ext_201311_017;0,32;137,419;23632,592;2205,7056;6,2500
sps4ext_201311_017;0,20;648,949;37537,467;3503,4720;10,0000
sps4ext_201311_017;0,33;131,156;23090,641;2155,1040;6,0606
sps4ext_201311_018;0,32;13,303;2783,348;259,7616;6,2500
sps4ext_201311_018;0,32;133,709;22901,778;2137,4976;6,2500
sps4ext_201311_018;0,24;415,840;31306,732;2921,9568;8,3333
sps4ext_201311_018;0,32;133,805;22819,105;2129,7696;6,2500
sps4ext_201311_018;0,33;120,873;22749,174;2123,2512;6,0606
sps4ext_201311_018;0,21;605,551;35846,438;3345,6528;9,5238
sps4ext_201311_018;0,32;122,585;21376,737;1995,1344;6,2500
sps4ext_201311_018;0,21;521,402;34821,391;3249,9936;9,5238
sps4ext_201311_018;0,32;130,491;23280,207;2172,8112;6,2500
sps4ext_201311_018;0,32;136,767;23508,221;2194,0800;6,2500
sps4ext_201311_018;0,26;336,477;29003,346;2706,9504;7,6923
sps4ext_201311_019;0,33;132,185;23028,970;2149,3584;6,0606
sps4ext_201311_019;0,21;546,441;34087,127;3181,4496;9,5238
sps4ext_201311_019;0,33;126,679;22313,292;2082,5616;6,0606
sps4ext_201311_019;0,32;141,616;23716,626;2213,5344;6,2500
sps4ext_201311_019;0,32;118,296;21427,886;1999,9056;6,2500
sps4ext_201311_019;0,33;12,965;2776,199;259,0896;6,0606
sps4ext_201311_019;0,21;591,327;35467,396;3310,2720;9,5238
sps4ext_201311_019;0,32;132,661;23297,953;2174,4576;6,2500
sps4ext_201311_019;0,22;517,636;33815,312;3156,0816;9,0909
sps4ext_201311_019;0,33;126,783;22421,002;2092,6080;6,0606
sps4ext_201311_019;0,33;129,972;23091,296;2155,1712;6,0606
sps4ext_201311_020;0,32;138,551;23591,968;2201,9088;6,2500
sps4ext_201311_020;0,32;122,492;21360,721;1993,6560;6,2500
sps4ext_201311_020;0,20;715,424;38033,791;3549,8064;10,0000
sps4ext_201311_020;0,33;124,530;22266,286;2078,1600;6,0606
sps4ext_201311_020;0,32;138,318;23769,465;2218,4736;6,2500
sps4ext_201311_020;0,32;132,953;23497,110;2193,0384;6,2500
sps4ext_201311_020;0,21;522,957;34622,214;3231,3792;9,5238
sps4ext_201311_020;0,23;453,581;32223,869;3007,5360;8,6956
sps4ext_201311_020;0,33;132,709;23108,369;2156,7504;6,0606
sps4ext_201311_020;0,33;13,113;2787,437;260,1312;6,0606
sps4ext_201311_020;0,33;126,646;22187,985;2070,8688;6,0606
sps4ext_201411_003;0,26;290,082;26509,530;2474,2032;7,6923
sps4ext_201411_003;0,25;31,867;3637,206;339,4608;8,0000
sps4ext_201411_003;0,21;500,033;35070,951;3273,2784;9,5238
sps4ext_201411_004;0,30;187,416;25411,907;2371,7568;6,6666
sps4ext_201411_004;0,32;140,133;23858,472;2226,7728;6,2500
sps4ext_201411_004;0,30;17,980;3177,576;296,5536;6,6666
sps4ext_201411_004;0,26;310,884;28776,961;2685,8496;7,6923
sps4ext_201411_004;0,32;123,612;21381,216;1995,5712;6,2500
sps4ext_201411_004;0,26;289,736;28069,374;2619,7920;7,6923
sps4ext_201411_011;0,33;133,882;23141,085;2159,8080;6,0606
sps4ext_201411_011;0,33;12,804;2958,099;276,0576;6,0606
sps4ext_201411_011;0,32;119,714;21522,129;2008,7088;6,2500
sps4ext_201411_011;0,31;163,782;23966,292;2236,8528;6,4516
sps4ext_201411_011;0,33;129,351;22445,800;2094,9264;6,0606
sps4ext_201411_011;0,32;136,922;23884,239;2229,1920;6,2500
sps4ext_201411_011;0,32;135,122;22907,028;2137,9680;6,2500
sps4ext_201411_011;0,31;137,094;24166,022;2255,4672;6,4516
sps4ext_201411_011;0,28;233,981;25713,241;2399,8800;7,1428
sps4ext_201411_011;0,32;138,535;23773,136;2218,8096;6,2500
sps4ext_201411_011;0,25;320,936;29806,361;2781,9120;8,0000
sps4ext_201411_013;0,29;190,624;24732,353;2308,3200;6,8965
sps4ext_201411_013;0,26;307,608;29158,357;2721,4320;7,6923
sps4ext_201411_013;0,31;158,270;24505,237;2287,1520;6,4516
sps4ext_201411_013;0,30;18,363;3216,133;300,1488;6,6666
sps4ext_201411_013;0,32;145,826;24033,650;2243,1360;6,2500
sps4ext_201411_013;0,31;136,919;22186,188;2070,7008;6,4516
sps4ext_201411_016;0,30;162,309;25085,569;2341,3152;6,6666
sps4ext_201411_016;0,28;25,264;3364,878;314,0256;7,1428
sps4ext_201411_016;0,30;158,098;23988,857;2238,9360;6,6666
sps4ext_201411_016;0,25;317,808;28684,453;2677,2144;8,0000
sps4ext_201411_016;0,30;188,117;25314,152;2362,6512;6,6666
sps4ext_201411_016;0,31;130,322;21961,413;2049,7008;6,4516
sps4ext_201411_016;0,31;144,718;24371,819;2274,6864;6,4516
sps4ext_201411_018;0,32;16,123;3185,445;297,2928;6,2500
sps4ext_201411_018;0,30;144,848;22757,068;2123,9904;6,6666
sps4ext_201411_018;0,30;179,652;25192,102;2351,2608;6,6666
sps4ext_201411_018;0,26;301,150;28698,012;2678,4576;7,6923
sps4ext_201411_019;0,31;142,020;23915,389;2232,0816;6,4516
sps4ext_201411_019;0,31;177,116;24649,442;2300,5920;6,4516
sps4ext_201411_019;0,32;126,833;21840,188;2038,4112;6,2500
sps4ext_201411_019;0,30;20,186;3204,449;299,0736;6,6666
sps4ext_201411_019;0,31;152,776;23324,189;2176,9104;6,4516
sps4ext_201411_019;0,25;304,015;28665,303;2675,4000;8,0000
sps4ext_201411_019;0,30;192,006;25653,403;2394,3024;6,6666
sps4ext_201411_019;0,29;146,586;23953,984;2235,6768;6,8965
sps4ext_201411_020;0,24;38,189;3635,870;339,3264;8,3333
sps4ext_201511_005;0,31;158,152;24612,055;2297,0976;6,4516
sps4ext_201511_005;0,30;185,830;25650,850;2394,0672;6,6666
sps4ext_201511_005;0,25;314,347;28936,030;2700,6672;8,0000
sps4ext_201511_005;0,32;143,873;24038,368;2243,5728;6,2500
sps4ext_201511_005;0,31;144,451;23485,291;2191,9296;6,4516
sps4ext_201511_005;0,30;150,483;22803,872;2128,3584;6,6666
sps4ext_201511_005;0,31;16,927;3027,817;282,5760;6,4516
sps4ext_201511_008;0,28;27,204;3215,504;300,0816;7,1428
sps4ext_201511_009;0,26;300,271;29376,886;2741,8272;7,6923
sps4ext_201511_009;0,30;173,908;25160,868;2348,3376;6,6666
sps4ext_201511_009;0,30;21,274;3446,093;321,6192;6,6666
sps4ext_201511_009;0,31;132,394;22044,518;2057,4624;6,4516
sps4ext_201511_014;0,28;27,121;3153,188;294,2688;7,1428
sps4ext_201511_016;0,26;299,763;29466,280;2750,1600;7,6923
sps4ext_201511_016;0,28;21,832;3334,047;311,1696;7,1428
sps4ext_201511_016;0,29;173,813;23777,674;2219,2464;6,8965
sps4ext_201511_018;0,33;13,190;2955,102;275,7888;6,0606
sps4ext_201511_018;0,24;330,096;31354,776;2926,4256;8,3333
sps4ext_201511_018;0,33;119,591;22792,651;2127,2832;6,0606
sps4ext_201511_018;0,28;241,346;26643,124;2486,6688;7,1428
sps4ext_201511_018;0,32;132,472;23519,283;2195,1216;6,2500
sps4ext_201511_018;0,31;151,820;24446,965;2281,7088;6,4516
sps4ext_201511_018;0,32;132,218;23445,153;2188,2000;6,2500
sps4ext_201511_018;0,31;142,493;24256,300;2263,9008;6,4516
sps4ext_201511_018;0,32;132,456;22932,856;2140,3872;6,2500
sps4ext_201511_018;0,32;128,414;22698,405;2118,5136;6,2500
sps4ext_201511_018;0,32;121,524;21458,317;2002,7616;6,2500
sps4ext_201611_005;0,30;164,331;24469,648;2283,8256;6,6666
sps4ext_201611_005;0,32;138,183;24038,392;2243,5728;6,2500
sps4ext_201611_005;0,25;331,750;29667,481;2768,9424;8,0000
sps4ext_201611_005;0,31;16,061;3068,315;286,3728;6,4516
sps4ext_201611_005;0,31;133,607;21937,954;2047,5168;6,4516
sps4ext_201611_005;0,31;156,763;24492,033;2285,9088;6,4516
sps4ext_201611_006;0,31;138,248;22316,286;2082,8304;6,4516
sps4ext_201611_006;0,30;161,761;26036,075;2430,0192;6,6666
sps4ext_201611_006;0,33;12,615;2929,400;273,4032;6,0606
sps4ext_201611_006;0,31;156,690;24326,965;2270,4864;6,4516
sps4ext_201611_006;0,31;143,582;23779,938;2219,4480;6,4516
sps4ext_201611_006;0,32;129,136;22882,839;2135,7168;6,2500
sps4ext_201611_006;0,29;194,287;26225,341;2447,6928;6,8965
sps4ext_201611_006;0,28;238,560;25790,205;2407,0704;7,1428
sps4ext_201611_006;0,31;159,806;24610,261;2296,9296;6,4516
sps4ext_201611_006;0,32;151,084;24064,322;2245,9920;6,2500
sps4ext_201611_009;0,29;21,311;3291,730;307,2048;6,8965
sps4ext_201611_009;0,30;187,155;25352,966;2366,2464;6,6666
sps4ext_201611_009;0,31;133,938;22064,630;2059,3440;6,4516
sps4ext_201611_009;0,26;295,704;29159,430;2721,5328;7,6923
sps4ext_201611_010;0,29;207,457;25223,544;2354,1840;6,8965
sps4ext_201611_010;0,32;137,641;24059,096;2245,4880;6,2500
sps4ext_201611_010;0,32;134,491;23820,936;2223,2784;6,2500
sps4ext_201611_010;0,32;13,471;2925,213;273,0000;6,2500
sps4ext_201611_010;0,31;159,968;24279,749;2266,0848;6,4516
sps4ext_201611_010;0,27;287,413;28230,804;2634,8448;7,4074
sps4ext_201611_010;0,32;138,186;23945,745;2234,9040;6,2500
sps4ext_201611_010;0,32;134,686;23154,789;2161,0848;6,2500
sps4ext_201611_010;0,32;115,630;21188,699;1977,5952;6,2500
sps4ext_201611_010;0,33;128,347;23267,903;2171,6688;6,0606
sps4ext_201611_010;0,32;131,947;23145,923;2160,2784;6,2500
sps4ext_201611_013;0,27;267,154;27694,353;2584,7808;7,4074
sps4ext_201611_013;0,28;22,564;3334,950;311,2368;7,1428
sps4ext_201611_013;0,30;178,832;23127,288;2158,5312;6,6666
sps4ext_201711_003;0,27;281,851;28290,833;2640,4560;7,4074
sps4ext_201711_003;0,28;252,993;26092,937;2435,3280;7,1428
sps4ext_201711_003;0,23;411,828;32035,134;2989,9296;8,6956
sps4ext_201711_003;0,23;469,653;32624,093;3044,8992;8,6956
sps4ext_201711_003;0,26;312,570;28966,681;2703,5568;7,6923
sps4ext_201711_003;0,30;191,947;25732,259;2401,6608;6,6666
sps4ext_201711_003;0,21;466,845;35536,266;3316,6896;9,5238
sps4ext_201711_003;0,31;16,564;3030,501;282,8448;6,4516
sps4ext_201711_003;0,21;568,195;36260,113;3384,2592;9,5238
sps4ext_201711_003;0,24;323,976;28008,315;2614,0800;8,3333
sps4ext_201711_003;0,29;210,478;25551,348;2384,7600;6,8965
sps4ext_201711_004;0,25;37,834;3518,879;328,4064;8,0000
sps4ext_201711_005;0,23;425,526;31892,144;2976,5904;8,6956
sps4ext_201711_005;0,24;376,384;30758,894;2870,8176;8,3333
sps4ext_201711_005;0,31;16,257;3066,950;286,2384;6,4516
sps4ext_201711_005;0,25;357,801;29698,870;2771,8656;8,0000
sps4ext_201711_005;0,26;332,582;29424,239;2746,2288;7,6923
sps4ext_201711_005;0,22;493,201;34097,722;3182,4240;9,0909
sps4ext_201711_005;0,25;359,182;30012,848;2801,1984;8,0000
sps4ext_201711_005;0,29;201,038;23384,713;2182,5552;6,8965
sps4ext_201711_005;0,23;413,395;31239,951;2915,7072;8,6956
sps4ext_201711_005;0,27;287,571;28271,391;2638,6416;7,4074
sps4ext_201711_005;0,31;151,370;24494,422;2286,1440;6,4516
sps4ext_201711_011;0,24;37,856;3721,705;347,3568;8,3333
sps4ext_201711_011;0,26;264,850;26244,100;2449,4400;7,6923
sps4ext_201711_012;0,31;135,030;22357,320;2086,6608;6,4516
sps4ext_201711_012;0,30;19,413;3232,961;301,7280;6,6666
sps4ext_201711_012;0,31;151,316;24558,064;2292,0576;6,4516
sps4ext_201711_013;0,31;139,886;23514,913;2194,7184;6,4516
sps4ext_201711_013;0,27;282,540;28032,083;2616,2976;7,4074
sps4ext_201711_013;0,30;173,464;25384,702;2369,2368;6,6666
sps4ext_201711_013;0,31;158,389;24348,474;2272,5024;6,4516
sps4ext_201711_013;0,29;167,387;25232,528;2355,0240;6,8965
sps4ext_201711_013;0,32;150,981;23891,526;2229,8640;6,2500
sps4ext_201711_013;0,29;181,757;23324,999;2176,9776;6,8965
sps4ext_201711_013;0,30;154,461;24944,910;2328,1776;6,6666
sps4ext_201711_013;0,31;16,707;3093,000;288,6576;6,4516
sps4ext_201711_014;0,29;22,947;3235,161;301,9296;6,8965
sps4ext_201711_014;0,31;128,599;21847,789;2039,1168;6,4516
sps4ext_201711_014;0,30;157,208;25259,539;2357,5440;6,6666
sps4ext_201711_015;0,29;147,761;23524,721;2195,6256;6,8965
sps4ext_201711_015;0,31;144,157;24180,636;2256,8448;6,4516
sps4ext_201711_015;0,28;22,846;3286,128;306,7008;7,1428
sps4ext_201711_016;0,30;140,698;23405,290;2184,4704;6,6666
sps4ext_201711_016;0,31;150,394;24412,472;2278,4832;6,4516
sps4ext_201711_016;0,29;18,848;3191,652;297,8640;6,8965
sps4ext_201711_017;0,32;15,477;2958,426;276,0912;6,2500
sps4ext_201711_017;0,30;159,521;24894,723;2323,5072;6,6666
sps4ext_201711_017;0,29;148,350;23873,474;2228,1840;6,8965
sps4ext_201711_018;0,30;19,736;3182,033;296,9568;6,6666
sps4ext_201711_018;0,31;146,062;23039,956;2150,3664;6,4516
sps4ext_201711_018;0,31;148,525;24193,517;2258,0544;6,4516
sps4ext_201711_019;0,31;17,337;3043,866;284,0880;6,4516
sps4ext_201711_019;0,31;148,863;24606,412;2296,5936;6,4516
sps4ext_201711_019;0,30;163,448;26619,259;2484,4512;6,6666
sps4ext_201711_019;0,31;137,610;22485,640;2098,6560;6,4516
sps4ext_201711_020;0,32;15,647;2971,666;277,3344;6,2500
sps4ext_201711_020;0,30;144,254;22709,188;2119,5216;6,6666
sps4ext_201711_020;0,32;139,861;23947,300;2235,0720;6,2500
sps4ext_201711_020;0,31;148,823;25713,411;2399,9136;6,4516
sps4ext_201811_001;0,29;155,533;23158,191;2161,4208;6,8965
sps4ext_201811_001;0,31;16,470;2833,026;264,3984;6,4516
sps4ext_201811_001;0,32;140,086;23707,328;2212,6608;6,2500
sps4ext_201811_001;0,31;154,643;24662,055;2301,7680;6,4516
sps4ext_201811_002;0,32;127,237;21467,608;2003,6352;6,2500
sps4ext_201811_002;0,30;180,124;25502,432;2380,2240;6,6666
sps4ext_201811_002;0,30;146,624;24596,697;2295,6864;6,6666
sps4ext_201811_002;0,31;16,774;2848,324;265,8432;6,4516
sps4ext_201811_002;0,30;169,952;25371,435;2367,9936;6,6666
sps4ext_201811_003;0,30;145,789;24646,984;2300,3568;6,6666
sps4ext_201811_003;0,29;21,310;2977,665;277,9056;6,8965
sps4ext_201811_003;0,31;151,311;25135,441;2345,9520;6,4516
sps4ext_201811_003;0,30;159,606;25249,774;2356,6368;6,6666
sps4ext_201811_003;0,31;135,875;21688,195;2024,1984;6,4516
sps4ext_201811_004;0,29;168,697;26004,479;2427,0624;6,8965
sps4ext_201811_004;0,32;126,523;21383,523;1995,7728;6,2500
sps4ext_201811_004;0,31;16,266;2819,386;263,1216;6,4516
sps4ext_201811_004;0,31;149,309;23806,807;2221,9680;6,4516
sps4ext_201811_004;0,30;175,924;25645,928;2393,5968;6,6666
sps4ext_201811_005;0,29;22,859;3007,334;280,6608;6,8965
sps4ext_201811_005;0,30;161,399;25917,548;2418,9648;6,6666
sps4ext_201811_005;0,31;142,788;23491,296;2192,5008;6,4516
sps4ext_201811_005;0,33;119,785;20732,745;1935,0240;6,0606
sps4ext_201811_005;0,31;154,384;24743,826;2309,3952;6,4516
sps4ext_201811_006;0,30;189,422;25576,215;2387,1120;6,6666
sps4ext_201811_006;0,21;548,003;34976,588;3264,4752;9,5238
sps4ext_201811_006;0,32;141,708;23889,651;2229,6960;6,2500
sps4ext_201811_006;0,30;206,746;24823,739;2316,8544;6,6666
sps4ext_201811_006;0,22;456,547;33905,879;3164,5152;9,0909
sps4ext_201811_006;0,22;523,239;34494,861;3219,5184;9,0909
sps4ext_201811_006;0,29;204,483;24910,440;2324,9520;6,8965
sps4ext_201811_006;0,28;232,182;24468,391;2283,6912;7,1428
sps4ext_201811_006;0,26;294,101;27764,878;2591,3664;7,6923
sps4ext_201811_006;0,27;282,470;28040,313;2617,0704;7,4074
sps4ext_201811_006;0,31;16,433;2838,584;264,9024;6,4516
sps4ext_201811_007;0,27;287,518;25448,425;2375,1840;7,4074
sps4ext_201811_007;0,27;29,749;3167,472;295,6128;7,4074
sps4ext_201811_007;0,31;138,093;24216,224;2260,1712;6,4516
sps4ext_201811_007;0,32;147,149;23662,838;2208,5280;6,2500
sps4ext_201811_007;0,30;185,392;25204,488;2352,4032;6,6666
sps4ext_201811_007;0,31;157,290;23973,543;2237,5248;6,4516
sps4ext_201811_008;0,32;133,728;21567,096;2012,9088;6,2500
sps4ext_201811_008;0,29;179,567;25697,763;2398,4352;6,8965
sps4ext_201811_008;0,29;23,282;3011,063;281,0304;6,8965
sps4ext_201811_008;0,30;153,260;25252,258;2356,8720;6,6666
sps4ext_201811_008;0,29;151,548;25626,373;2391,7824;6,8965
sps4ext_201811_009;0,30;188,810;25554,844;2385,0960;6,6666
sps4ext_201811_009;0,32;133,956;23143,379;2160,0432;6,2500
sps4ext_201811_009;0,25;37,563;3486,230;325,3488;8,0000
sps4ext_201811_009;0,24;371,082;28273,493;2638,8432;8,3333
sps4ext_201811_009;0,30;152,810;24891,323;2323,1712;6,6666
sps4ext_201811_010;0,30;153,981;24070,552;2246,5632;6,6666
sps4ext_201811_010;0,31;156,677;24245,314;2262,8928;6,4516
sps4ext_201811_010;0,32;142,439;21360,378;1993,6224;6,2500
sps4ext_201811_010;0,33;12,989;2715,199;253,4112;6,0606
sps4ext_201811_010;0,30;163,801;25194,714;2351,4960;6,6666
sps4ext_201811_011;0,31;169,814;24852,951;2319,5760;6,4516
sps4ext_201811_011;0,22;460,662;32889,540;3069,6624;9,0909
sps4ext_201811_011;0,23;481,655;32603,080;3042,9504;8,6956
sps4ext_201811_011;0,29;212,634;26086,538;2434,7232;6,8965
sps4ext_201811_011;0,27;270,847;27733,383;2588,4432;7,4074
sps4ext_201811_011;0,21;532,797;34943,507;3261,3840;9,5238
sps4ext_201811_011;0,27;31,848;3240,068;302,4000;7,4074
sps4ext_201811_011;0,25;331,926;29296,871;2734,3680;8,0000
sps4ext_201811_011;0,25;325,277;27367,180;2554,2384;8,0000
sps4ext_201811_011;0,25;406,440;30102,329;2809,5312;8,0000
sps4ext_201811_011;0,24;355,913;30254,834;2823,7776;8,3333
sps4ext_201811_012;0,33;125,971;23312,356;2175,8016;6,0606
sps4ext_201811_012;0,31;154,140;24130,723;2252,1744;6,4516
sps4ext_201811_012;0,24;37,288;3533,094;329,7504;8,3333
sps4ext_201811_012;0,31;175,337;22230,518;2074,8336;6,4516
sps4ext_201811_012;0,27;285,517;28294,148;2640,7584;7,4074
sps4ext_201811_012;0,31;132,861;23428,792;2186,6544;6,4516
sps4ext_201811_012;0,31;146,662;24303,444;2268,3024;6,4516
sps4ext_201811_013;0,23;42,274;3985,445;371,9520;8,6956
sps4ext_201811_013;0,31;146,924;24397,143;2277,0384;6,4516
sps4ext_201811_013;0,30;170,642;25070,797;2339,9376;6,6666
sps4ext_201811_013;0,23;390,531;29256,069;2730,5376;8,6956
sps4ext_201811_013;0,27;305,864;27224,116;2540,8992;7,4074
sps4ext_201811_013;0,30;161,600;24101,740;2249,4864;6,6666
sps4ext_201811_013;0,29;241,306;26196,371;2444,9712;6,8965
sps4ext_201811_014;0,31;155,652;24846,211;2318,9712;6,4516
sps4ext_201811_014;0,29;177,311;25737,050;2402,0976;6,8965
sps4ext_201811_014;0,26;265,029;26188,827;2444,2656;7,6923
sps4ext_201811_014;0,31;172,505;24844,319;2318,7696;6,4516
sps4ext_201811_014;0,31;143,569;23858,729;2226,8064;6,4516
sps4ext_201811_014;0,31;146,929;24580,345;2294,1408;6,4516
sps4ext_201811_014;0,27;24,209;3172,122;296,0496;7,4074
sps4ext_201811_015;0,26;31,308;3245,198;302,8704;7,6923
sps4ext_201811_015;0,30;181,142;22613,447;2110,5840;6,6666
sps4ext_201811_015;0,29;175,338;25769,538;2405,1552;6,8965
sps4ext_201811_015;0,30;163,918;25434,447;2373,8736;6,6666
sps4ext_201811_015;0,29;163,801;24934,607;2327,2032;6,8965
sps4ext_201811_015;0,28;283,209;26846,800;2505,6864;7,1428
sps4ext_201811_015;0,31;152,249;24400,696;2277,3744;6,4516
sps4ext_201811_016;0,29;184,078;25215,494;2353,4448;6,8965
sps4ext_201811_016;0,32;141,705;23812,163;2222,4384;6,2500
sps4ext_201811_016;0,29;23,176;2932,657;273,7056;6,8965
sps4ext_201811_016;0,29;237,641;23780,760;2219,5152;6,8965
sps4ext_201811_016;0,30;161,629;24940,354;2327,7408;6,6666
sps4ext_201811_016;0,30;181,300;25104,920;2343,0960;6,6666
sps4ext_201811_016;0,26;300,820;29062,067;2712,4272;7,6923
sps4ext_201811_017;0,26;330,490;29298,422;2734,5024;7,6923
sps4ext_201811_017;0,30;171,896;25502,356;2380,1904;6,6666
sps4ext_201811_017;0,29;24,806;3040,649;283,7856;6,8965
sps4ext_201811_017;0,32;131,823;23178,888;2163,3360;6,2500
sps4ext_201811_017;0,31;151,812;23464,968;2190,0480;6,4516
sps4ext_201811_017;0,31;161,339;24630,861;2298,8784;6,4516
sps4ext_201811_017;0,30;154,248;22936,476;2140,7232;6,6666
sps4ext_201811_017;0,26;281,627;28672,783;2676,1056;7,6923
sps4ext_201811_018;0,30;177,764;25529,463;2382,7440;6,6666
sps4ext_201811_018;0,30;162,430;24753,112;2310,2688;6,6666
sps4ext_201811_018;0,25;319,063;29942,876;2794,6464;8,0000
sps4ext_201811_018;0,29;221,154;26287,498;2453,4720;6,8965
sps4ext_201811_018;0,29;193,540;26158,352;2441,4432;6,8965
sps4ext_201811_018;0,32;134,468;22952,214;2142,2016;6,2500
sps4ext_201811_018;0,31;16,124;2881,673;268,9344;6,4516
sps4ext_201811_018;0,30;165,777;23025,645;2149,0560;6,6666
sps4ext_201811_019;0,32;128,270;22585,862;2107,9968;6,2500
sps4ext_201811_019;0,30;189,118;25450,463;2375,3520;6,6666
sps4ext_201811_019;0,30;211,631;25258,995;2357,4768;6,6666
sps4ext_201811_019;0,27;314,492;27812,954;2595,8688;7,4074
sps4ext_201811_019;0,23;409,935;29725,481;2774,3520;8,6956
sps4ext_201811_019;0,30;174,581;24960,294;2329,6224;6,6666
sps4ext_201811_019;0,30;166,149;24491,236;2285,8416;6,6666
sps4ext_201811_019;0,22;44,032;4073,205;380,1504;9,0909
sps4ext_201811_020;0,30;183,607;25612,281;2390,4720;6,6666
sps4ext_201811_020;0,30;166,447;24734,329;2308,5216;6,6666
sps4ext_201811_020;0,25;36,867;3440,197;321,0816;8,0000
sps4ext_201811_020;0,32;136,801;23013,971;2147,9472;6,2500
sps4ext_201811_020;0,25;366,471;30132,620;2812,3536;8,0000
sps4ext_201811_020;0,24;342,220;27945,790;2608,2672;8,3333
sps4ext_201811_020;0,26;304,163;29446,834;2748,3456;7,6923
sps4ext_201811_020;0,30;170,213;24852,168;2319,5088;6,6666
sps4ext_201911_001;0,31;15,286;3011,485;281,0640;6,4516
sps4ext_201911_001;0,32;138,875;22932,514;2140,3536;6,2500
sps4ext_201911_001;0,30;151,710;22580,929;2107,5264;6,6666
sps4ext_201911_001;0,31;152,405;23113,820;2157,2880;6,4516
sps4ext_201911_001;0,27;282,743;27912,219;2605,1088;7,4074
sps4ext_201911_001;0,31;166,874;23782,426;2219,6832;6,4516
sps4ext_201911_001;0,31;155,610;24223,205;2260,8096;6,4516
sps4ext_201911_001;0,32;141,864;23683,203;2210,4096;6,2500
sps4ext_201911_002;0,28;250,707;27130,050;2532,1296;7,1428
sps4ext_201911_002;0,30;167,349;23902,129;2230,8384;6,6666
sps4ext_201911_002;0,30;188,287;25655,467;2394,5040;6,6666
sps4ext_201911_002;0,31;164,289;23785,699;2219,9856;6,4516
sps4ext_201911_002;0,33;134,397;23071,167;2153,2896;6,0606
sps4ext_201911_002;0,27;25,055;3397,638;317,0832;7,4074
sps4ext_201911_002;0,25;333,016;28955,447;2702,4816;8,0000
sps4ext_201911_002;0,29;158,140;23391,353;2183,1600;6,8965
sps4ext_201911_003;0,24;446,300;31563,561;2945,9136;8,3333
sps4ext_201911_003;0,25;352,710;28814,761;2689,3776;8,0000
sps4ext_201911_003;0,30;195,210;25021,203;2335,3008;6,6666
sps4ext_201911_003;0,28;27,304;3338,628;311,5728;7,1428
sps4ext_201911_003;0,28;232,610;26071,632;2433,3456;7,1428
sps4ext_201911_003;0,20;575,754;35275,978;3292,3968;10,0000
sps4ext_201911_003;0,22;459,564;33296,926;3107,6976;9,0909
sps4ext_201911_003;0,32;140,722;23586,759;2201,4048;6,2500
sps4ext_201911_003;0,31;175,624;24601,509;2296,1232;6,4516
sps4ext_201911_003;0,21;571,312;35123,718;3278,1840;9,5238
sps4ext_201911_003;0,29;218,280;23928,251;2233,2912;6,8965
sps4ext_201911_004;0,26;378,701;29234,170;2728,5216;7,6923
